user_id,wallet_id,ip_address,amount,tx_type,timestamp,location,device,is_night
user_972,wallet_744,192.168.1.3,2.09,exchange,2025-07-31 04:48:21,US,desktop,0
user_224,wallet_818,192.168.1.234,123.57,contract_call,2025-06-13 23:28:21,CN,mobile,1
user_112,wallet_829,192.168.1.241,87.87,exchange,2025-06-28 10:05:21,BR,desktop,0
user_112,wallet_612,192.168.1.113,1827.78,contract_call,2025-07-16 11:22:21,UK,desktop,1
user_565,wallet_854,192.168.1.229,126.97,transfer,2025-07-02 14:21:21,UK,mobile,1
user_729,wallet_671,192.168.1.198,83.14,exchange,2025-06-28 11:16:21,IN,tablet,0
user_766,wallet_293,192.168.1.24,190.63,stake,2025-06-19 09:25:21,CN,tablet,0
user_751,wallet_143,192.168.1.97,49.01,contract_call,2025-06-29 03:55:21,RU,tablet,1
user_763,wallet_954,192.168.1.164,5.02,contract_call,2025-05-29 13:16:21,IN,tablet,1
user_488,wallet_928,192.168.1.168,146.69,stake,2025-07-27 07:47:21,US,tablet,1
user_952,wallet_472,192.168.1.178,775.86,stake,2025-06-22 21:05:21,IN,tablet,1
user_143,wallet_345,192.168.1.112,243.04,exchange,2025-08-02 14:49:21,US,desktop,1
user_452,wallet_36,192.168.1.160,300.8,transfer,2025-07-29 21:38:21,IN,tablet,1
user_207,wallet_130,192.168.1.148,654.34,exchange,2025-06-24 00:58:21,DE,tablet,0
user_967,wallet_419,192.168.1.166,331.68,stake,2025-07-01 11:04:21,CN,mobile,0
user_152,wallet_860,192.168.1.146,52.59,stake,2025-06-11 05:13:21,CN,tablet,1
user_956,wallet_680,192.168.1.228,373.63,transfer,2025-06-01 13:26:21,DE,tablet,0
user_400,wallet_639,192.168.1.33,234.62,contract_call,2025-07-06 16:40:21,CN,tablet,1
user_749,wallet_669,192.168.1.38,1157.44,contract_call,2025-06-12 02:45:21,IN,tablet,1
user_276,wallet_797,192.168.1.97,258.05,exchange,2025-07-31 03:38:21,RU,mobile,1
user_658,wallet_515,192.168.1.35,439.02,exchange,2025-06-13 19:54:21,DE,desktop,0
user_45,wallet_372,192.168.1.6,138.69,transfer,2025-07-11 13:10:21,RU,mobile,1
user_180,wallet_606,192.168.1.99,1178.62,exchange,2025-06-19 09:32:21,RU,mobile,1
user_982,wallet_160,192.168.1.67,55.72,transfer,2025-07-12 07:13:21,BR,desktop,1
user_322,wallet_871,192.168.1.174,30.67,exchange,2025-08-01 06:04:21,CN,tablet,1
user_638,wallet_154,192.168.1.234,629.58,transfer,2025-07-15 18:27:21,US,mobile,0
user_245,wallet_175,192.168.1.39,104.27,contract_call,2025-06-30 12:49:21,IN,desktop,0
user_407,wallet_524,192.168.1.60,214.83,transfer,2025-06-16 05:02:21,DE,mobile,1
user_511,wallet_399,192.168.1.142,662.2,contract_call,2025-07-25 17:35:21,UK,desktop,1
user_726,wallet_958,192.168.1.86,119.32,stake,2025-06-30 12:12:21,CN,mobile,1
user_313,wallet_569,192.168.1.86,86.41,stake,2025-06-28 05:32:21,CN,tablet,1
user_612,wallet_992,192.168.1.8,440.89,exchange,2025-07-01 04:31:21,RU,tablet,1
user_773,wallet_876,192.168.1.224,227.37,contract_call,2025-06-08 23:20:21,BR,mobile,1
user_635,wallet_105,192.168.1.158,12.58,exchange,2025-06-07 13:48:21,IN,desktop,0
user_345,wallet_740,192.168.1.218,986.21,contract_call,2025-08-03 05:48:21,US,mobile,0
user_57,wallet_633,192.168.1.1,175.21,exchange,2025-07-29 14:53:21,CN,mobile,1
user_236,wallet_884,192.168.1.129,929.43,contract_call,2025-07-14 15:23:21,BR,mobile,1
user_860,wallet_246,192.168.1.195,85.4,exchange,2025-06-17 02:16:21,RU,desktop,0
user_284,wallet_973,192.168.1.220,14.13,transfer,2025-06-29 10:05:21,CN,desktop,1
user_452,wallet_203,192.168.1.144,30.89,exchange,2025-05-30 05:40:21,DE,mobile,1
user_733,wallet_356,192.168.1.23,14.78,stake,2025-05-27 21:42:21,DE,desktop,1
user_222,wallet_905,192.168.1.250,812.88,exchange,2025-06-23 06:18:21,RU,mobile,1
user_15,wallet_791,192.168.1.80,308.52,transfer,2025-06-30 22:23:21,IN,desktop,0
user_379,wallet_544,192.168.1.161,500.13,contract_call,2025-05-28 02:02:21,US,desktop,0
user_555,wallet_284,192.168.1.141,72.46,stake,2025-07-26 14:17:21,RU,tablet,1
user_34,wallet_726,192.168.1.81,319.89,transfer,2025-07-24 09:53:21,UK,desktop,1
user_114,wallet_616,192.168.1.135,37.73,transfer,2025-07-08 07:05:21,RU,tablet,0
user_375,wallet_419,192.168.1.217,488.1,transfer,2025-07-04 04:33:21,RU,mobile,1
user_191,wallet_738,192.168.1.177,394.64,exchange,2025-07-08 18:17:21,US,tablet,1
user_663,wallet_662,192.168.1.190,247.57,exchange,2025-07-09 21:30:21,BR,mobile,0
user_216,wallet_866,192.168.1.105,142.31,transfer,2025-07-25 01:01:21,DE,mobile,1
user_396,wallet_698,192.168.1.19,147.9,exchange,2025-06-20 15:26:21,US,tablet,1
user_264,wallet_454,192.168.1.28,899.09,exchange,2025-07-12 14:31:21,IN,desktop,0
user_143,wallet_884,192.168.1.69,104.11,transfer,2025-05-28 12:55:21,IN,mobile,1
user_564,wallet_150,192.168.1.144,467.65,transfer,2025-06-02 16:38:21,UK,desktop,0
user_397,wallet_222,192.168.1.122,174.77,contract_call,2025-06-13 07:58:21,IN,tablet,1
user_750,wallet_587,192.168.1.9,430.03,exchange,2025-06-14 15:06:21,RU,desktop,0
user_173,wallet_652,192.168.1.168,22.66,stake,2025-06-03 08:00:21,UK,desktop,0
user_28,wallet_164,192.168.1.166,1294.64,exchange,2025-07-05 15:10:21,US,desktop,1
user_656,wallet_510,192.168.1.71,1280.63,exchange,2025-07-10 02:29:21,DE,tablet,0
user_444,wallet_875,192.168.1.182,366.32,stake,2025-06-26 18:09:21,IN,tablet,1
user_450,wallet_172,192.168.1.141,155.86,stake,2025-07-13 23:03:21,DE,mobile,0
user_360,wallet_934,192.168.1.1,342.81,exchange,2025-06-22 05:49:21,US,tablet,1
user_368,wallet_408,192.168.1.56,225.47,transfer,2025-06-18 01:37:21,DE,mobile,1
user_172,wallet_828,192.168.1.47,665.32,stake,2025-05-31 04:22:21,IN,mobile,1
user_226,wallet_658,192.168.1.20,23.53,contract_call,2025-07-22 18:58:21,US,desktop,0
user_414,wallet_512,192.168.1.117,358.13,contract_call,2025-07-21 18:51:21,BR,mobile,0
user_11,wallet_329,192.168.1.224,17.88,stake,2025-07-18 09:39:21,DE,mobile,1
user_121,wallet_347,192.168.1.164,186.92,stake,2025-07-12 20:57:21,DE,mobile,0
user_739,wallet_703,192.168.1.155,359.36,transfer,2025-07-08 14:10:21,US,mobile,1
user_460,wallet_731,192.168.1.240,53.24,stake,2025-07-03 11:33:21,UK,tablet,1
user_708,wallet_814,192.168.1.153,162.51,exchange,2025-06-24 15:57:21,UK,tablet,0
user_4,wallet_118,192.168.1.248,141.7,transfer,2025-07-29 04:43:21,BR,mobile,0
user_852,wallet_281,192.168.1.63,149.76,contract_call,2025-06-14 17:04:21,US,mobile,0
user_609,wallet_104,192.168.1.99,43.11,transfer,2025-07-06 14:35:21,BR,desktop,1
user_976,wallet_708,192.168.1.95,415.78,contract_call,2025-06-29 21:26:21,BR,mobile,0
user_676,wallet_713,192.168.1.202,142.37,transfer,2025-06-25 21:01:21,US,desktop,0
user_50,wallet_684,192.168.1.205,69.67,transfer,2025-07-08 19:54:21,UK,tablet,1
user_550,wallet_153,192.168.1.250,220.38,stake,2025-06-30 08:56:21,IN,desktop,1
user_960,wallet_53,192.168.1.236,246.93,stake,2025-07-08 21:52:21,US,mobile,1
user_766,wallet_302,192.168.1.151,422.12,transfer,2025-06-11 01:49:21,UK,tablet,0
user_102,wallet_421,192.168.1.192,4.4,stake,2025-06-26 13:45:21,UK,desktop,0
user_858,wallet_434,192.168.1.191,388.82,transfer,2025-06-27 22:45:21,US,tablet,1
user_541,wallet_758,192.168.1.106,594.94,transfer,2025-07-07 09:27:21,UK,mobile,1
user_784,wallet_507,192.168.1.84,184.38,stake,2025-06-14 00:21:21,RU,desktop,0
user_125,wallet_746,192.168.1.43,82.39,contract_call,2025-07-30 16:44:21,US,tablet,0
user_847,wallet_94,192.168.1.203,44.84,exchange,2025-06-24 14:15:21,DE,mobile,0
user_863,wallet_194,192.168.1.155,330.39,stake,2025-07-15 02:06:21,UK,tablet,0
user_788,wallet_4,192.168.1.210,97.96,transfer,2025-07-19 00:37:21,RU,desktop,0
user_644,wallet_232,192.168.1.12,69.33,stake,2025-06-01 05:53:21,RU,tablet,0
user_793,wallet_248,192.168.1.47,296.58,contract_call,2025-06-26 09:33:21,IN,tablet,1
user_572,wallet_336,192.168.1.26,608.17,exchange,2025-06-09 16:24:21,RU,tablet,0
user_638,wallet_55,192.168.1.214,80.8,exchange,2025-06-13 20:52:21,CN,desktop,0
user_665,wallet_525,192.168.1.187,87.28,contract_call,2025-07-31 11:36:21,BR,tablet,1
user_362,wallet_750,192.168.1.252,34.01,stake,2025-06-03 07:49:21,IN,tablet,0
user_191,wallet_984,192.168.1.119,142.1,stake,2025-08-03 07:16:21,US,mobile,0
user_85,wallet_473,192.168.1.126,38.27,transfer,2025-08-01 13:02:21,DE,mobile,1
user_393,wallet_66,192.168.1.233,207.01,contract_call,2025-07-30 14:47:21,BR,desktop,1
user_622,wallet_775,192.168.1.168,169.51,contract_call,2025-06-08 11:29:21,US,mobile,1
user_691,wallet_281,192.168.1.64,253.73,exchange,2025-06-12 04:48:21,RU,desktop,0
user_376,wallet_288,192.168.1.181,32.2,stake,2025-08-02 22:13:21,BR,desktop,0
user_445,wallet_829,192.168.1.94,57.12,contract_call,2025-07-25 23:32:21,IN,tablet,0
user_39,wallet_228,192.168.1.36,1769.45,stake,2025-07-06 06:31:21,DE,tablet,1
user_846,wallet_645,192.168.1.118,89.48,exchange,2025-07-25 20:24:21,CN,mobile,1
user_846,wallet_714,192.168.1.136,194.23,transfer,2025-05-28 06:39:21,RU,desktop,1
user_117,wallet_835,192.168.1.19,66.76,exchange,2025-07-09 08:42:21,DE,tablet,0
user_89,wallet_653,192.168.1.64,27.4,stake,2025-07-20 17:20:21,BR,mobile,0
user_258,wallet_672,192.168.1.134,123.12,stake,2025-06-07 23:18:21,BR,desktop,1
user_897,wallet_12,192.168.1.168,498.02,transfer,2025-08-03 02:36:21,RU,mobile,0
user_776,wallet_970,192.168.1.143,191.36,contract_call,2025-07-09 20:40:21,CN,tablet,0
user_580,wallet_317,192.168.1.188,1005.95,stake,2025-06-18 04:54:21,IN,mobile,1
user_587,wallet_994,192.168.1.35,782.93,exchange,2025-07-04 12:53:22,DE,mobile,1
user_778,wallet_872,192.168.1.229,67.55,stake,2025-06-04 19:18:22,RU,mobile,0
user_378,wallet_77,192.168.1.154,715.35,transfer,2025-07-25 06:38:22,UK,mobile,1
user_295,wallet_839,192.168.1.39,375.3,exchange,2025-07-26 17:44:22,RU,desktop,0
user_22,wallet_574,192.168.1.143,258.46,transfer,2025-07-11 10:02:22,BR,tablet,1
user_973,wallet_820,192.168.1.104,78.03,contract_call,2025-06-18 03:52:22,CN,desktop,0
user_390,wallet_178,192.168.1.200,354.97,exchange,2025-06-08 20:28:22,BR,mobile,0
user_477,wallet_230,192.168.1.155,466.2,stake,2025-05-28 04:18:22,US,mobile,0
user_410,wallet_950,192.168.1.33,10.23,stake,2025-06-23 22:17:22,UK,mobile,0
user_841,wallet_864,192.168.1.118,516.54,contract_call,2025-07-14 13:32:22,DE,mobile,1
user_947,wallet_695,192.168.1.15,478.8,transfer,2025-07-25 01:16:22,DE,mobile,1
user_410,wallet_94,192.168.1.115,355.2,exchange,2025-05-27 05:21:22,IN,tablet,0
user_659,wallet_10,192.168.1.254,717.26,stake,2025-07-26 00:19:22,BR,tablet,1
user_301,wallet_362,192.168.1.140,728.62,exchange,2025-07-22 23:30:22,US,tablet,1
user_827,wallet_682,192.168.1.204,32.35,exchange,2025-06-20 03:34:22,RU,tablet,1
user_603,wallet_798,192.168.1.122,21.42,contract_call,2025-07-04 06:11:22,US,desktop,0
user_406,wallet_768,192.168.1.46,80.72,stake,2025-08-02 21:33:22,DE,desktop,0
user_824,wallet_0,192.168.1.63,111.95,contract_call,2025-06-21 00:44:22,RU,tablet,0
user_308,wallet_136,192.168.1.202,487.14,transfer,2025-05-28 00:33:22,US,tablet,0
user_243,wallet_536,192.168.1.90,757.18,stake,2025-07-29 10:28:22,UK,tablet,1
user_346,wallet_528,192.168.1.128,76.31,exchange,2025-06-10 03:52:22,CN,mobile,0
user_179,wallet_709,192.168.1.245,738.99,transfer,2025-07-09 05:50:22,BR,tablet,1
user_665,wallet_155,192.168.1.114,326.78,contract_call,2025-06-16 02:18:22,DE,mobile,0
user_147,wallet_629,192.168.1.86,26.76,transfer,2025-06-21 09:55:22,US,tablet,0
user_735,wallet_140,192.168.1.222,415.84,contract_call,2025-07-11 14:59:22,IN,desktop,1
user_669,wallet_284,192.168.1.49,11.17,stake,2025-06-14 10:51:22,IN,desktop,0
user_589,wallet_370,192.168.1.175,225.01,stake,2025-07-08 15:38:22,UK,desktop,1
user_946,wallet_830,192.168.1.132,60.24,transfer,2025-07-26 11:16:22,BR,tablet,1
user_777,wallet_457,192.168.1.211,309.85,exchange,2025-06-08 02:44:22,DE,desktop,0
user_348,wallet_7,192.168.1.65,240.7,contract_call,2025-07-13 17:40:22,IN,tablet,0
user_327,wallet_53,192.168.1.249,482.71,contract_call,2025-07-07 06:32:22,US,tablet,1
user_417,wallet_802,192.168.1.96,1345.65,exchange,2025-06-23 00:03:22,CN,tablet,1
user_451,wallet_499,192.168.1.165,45.62,stake,2025-06-18 23:00:22,UK,tablet,1
user_774,wallet_672,192.168.1.151,565.42,exchange,2025-07-09 21:18:22,IN,mobile,1
user_81,wallet_513,192.168.1.129,510.21,exchange,2025-06-05 15:44:22,UK,tablet,1
user_706,wallet_470,192.168.1.119,93.62,transfer,2025-07-11 17:26:22,CN,desktop,0
user_225,wallet_52,192.168.1.172,74.35,stake,2025-07-22 16:47:22,US,desktop,1
user_631,wallet_58,192.168.1.238,191.07,exchange,2025-06-28 23:38:22,UK,tablet,0
user_525,wallet_520,192.168.1.40,360.04,transfer,2025-06-22 20:04:22,US,desktop,1
user_234,wallet_493,192.168.1.4,42.56,transfer,2025-06-11 15:10:22,UK,tablet,0
user_74,wallet_837,192.168.1.146,226.29,stake,2025-07-08 11:35:22,US,desktop,1
user_16,wallet_676,192.168.1.153,206.43,exchange,2025-08-02 21:56:22,RU,desktop,1
user_980,wallet_26,192.168.1.57,92.98,contract_call,2025-08-01 01:55:22,UK,mobile,0
user_820,wallet_454,192.168.1.138,737.46,stake,2025-06-02 20:15:22,CN,desktop,1
user_575,wallet_129,192.168.1.252,955.54,transfer,2025-07-21 16:08:22,RU,tablet,1
user_28,wallet_148,192.168.1.11,102.2,exchange,2025-06-14 19:03:22,US,tablet,0
user_743,wallet_226,192.168.1.54,193.91,contract_call,2025-06-17 15:31:22,CN,desktop,0
user_311,wallet_288,192.168.1.250,9.5,exchange,2025-06-18 07:20:22,DE,tablet,0
user_957,wallet_506,192.168.1.109,50.41,transfer,2025-07-12 04:17:22,UK,mobile,0
user_712,wallet_295,192.168.1.17,159.71,transfer,2025-06-13 04:32:22,UK,mobile,0
user_802,wallet_130,192.168.1.242,481.96,exchange,2025-06-12 19:52:22,CN,desktop,1
user_523,wallet_274,192.168.1.101,28.82,contract_call,2025-07-30 04:58:22,RU,mobile,1
user_568,wallet_822,192.168.1.241,61.42,stake,2025-07-04 01:15:22,IN,tablet,0
user_80,wallet_726,192.168.1.229,353.57,stake,2025-06-15 20:03:22,US,desktop,0
user_267,wallet_654,192.168.1.59,1318.67,transfer,2025-07-15 15:23:22,UK,tablet,0
user_918,wallet_793,192.168.1.213,192.29,contract_call,2025-07-03 22:05:22,BR,mobile,0
user_136,wallet_882,192.168.1.176,36.75,contract_call,2025-05-30 02:44:22,RU,desktop,0
user_989,wallet_371,192.168.1.167,182.17,contract_call,2025-06-19 02:28:22,US,desktop,0
user_151,wallet_994,192.168.1.108,38.54,stake,2025-06-08 01:28:22,RU,tablet,1
user_985,wallet_182,192.168.1.215,20.28,contract_call,2025-05-30 17:07:22,US,mobile,1
user_920,wallet_396,192.168.1.210,220.3,transfer,2025-06-09 23:45:22,DE,desktop,1
user_310,wallet_738,192.168.1.170,1391.97,contract_call,2025-07-14 14:28:22,RU,mobile,1
user_415,wallet_607,192.168.1.227,21.78,stake,2025-07-23 16:07:22,RU,desktop,0
user_476,wallet_317,192.168.1.245,196.05,exchange,2025-06-05 17:07:22,DE,tablet,0
user_265,wallet_925,192.168.1.153,123.01,exchange,2025-07-26 05:42:22,US,desktop,0
user_2,wallet_428,192.168.1.142,105.72,stake,2025-06-26 09:59:22,UK,desktop,0
user_664,wallet_431,192.168.1.193,723.52,contract_call,2025-07-10 10:58:22,BR,mobile,0
user_343,wallet_963,192.168.1.140,939.92,transfer,2025-07-03 18:30:22,IN,desktop,0
user_439,wallet_318,192.168.1.46,275.49,stake,2025-07-10 23:42:22,UK,mobile,0
user_563,wallet_771,192.168.1.59,154.04,transfer,2025-06-08 11:08:22,CN,mobile,0
user_492,wallet_365,192.168.1.74,14.42,transfer,2025-06-07 12:02:22,US,desktop,0
user_887,wallet_773,192.168.1.5,17.87,contract_call,2025-06-19 00:36:22,US,mobile,0
user_19,wallet_889,192.168.1.241,57.31,stake,2025-06-06 10:32:22,UK,desktop,1
user_144,wallet_215,192.168.1.3,507.57,stake,2025-06-27 12:30:22,RU,tablet,0
user_328,wallet_579,192.168.1.142,590.11,contract_call,2025-06-07 00:18:22,IN,tablet,1
user_540,wallet_648,192.168.1.195,934.7,exchange,2025-05-30 12:01:22,US,tablet,1
user_536,wallet_260,192.168.1.139,27.3,exchange,2025-07-11 14:36:22,CN,tablet,0
user_175,wallet_601,192.168.1.146,25.36,exchange,2025-07-28 03:55:22,RU,mobile,0
user_592,wallet_113,192.168.1.40,643.43,stake,2025-08-02 09:02:22,IN,desktop,0
user_567,wallet_39,192.168.1.98,235.43,transfer,2025-05-26 20:42:22,CN,tablet,1
user_167,wallet_91,192.168.1.97,51.36,exchange,2025-06-06 23:14:22,RU,tablet,0
user_344,wallet_692,192.168.1.170,33.56,contract_call,2025-08-02 07:49:22,DE,tablet,0
user_746,wallet_556,192.168.1.58,187.91,contract_call,2025-07-01 23:00:22,UK,desktop,1
user_362,wallet_436,192.168.1.158,718.09,stake,2025-07-21 23:51:22,UK,desktop,0
user_988,wallet_523,192.168.1.39,64.38,transfer,2025-06-23 01:17:22,IN,mobile,0
user_16,wallet_359,192.168.1.223,141.82,exchange,2025-07-13 02:43:22,RU,tablet,1
user_325,wallet_466,192.168.1.158,5.58,transfer,2025-07-05 17:31:22,UK,tablet,1
user_571,wallet_334,192.168.1.222,420.36,stake,2025-07-25 15:51:22,DE,desktop,1
user_730,wallet_191,192.168.1.17,442.19,transfer,2025-06-13 22:09:22,CN,mobile,1
user_473,wallet_119,192.168.1.251,574.0,stake,2025-07-08 22:51:22,BR,mobile,1
user_675,wallet_762,192.168.1.227,270.71,exchange,2025-06-04 14:12:22,RU,tablet,0
user_645,wallet_878,192.168.1.79,512.42,contract_call,2025-07-14 17:37:22,BR,desktop,1
user_429,wallet_737,192.168.1.29,866.35,contract_call,2025-07-30 11:58:22,US,tablet,0
user_886,wallet_796,192.168.1.157,106.31,exchange,2025-06-22 23:53:22,BR,desktop,1
user_21,wallet_458,192.168.1.27,607.61,stake,2025-05-31 00:35:22,DE,mobile,0
user_302,wallet_975,192.168.1.101,305.27,stake,2025-05-26 14:32:22,US,mobile,0
user_506,wallet_256,192.168.1.58,673.58,contract_call,2025-06-11 14:17:22,RU,tablet,1
user_792,wallet_791,192.168.1.12,248.18,exchange,2025-07-22 02:19:22,IN,desktop,0
user_656,wallet_604,192.168.1.53,50.05,contract_call,2025-06-05 15:05:22,DE,tablet,0
user_348,wallet_959,192.168.1.172,9.92,exchange,2025-06-27 19:13:22,IN,desktop,0
user_152,wallet_733,192.168.1.206,273.64,stake,2025-06-10 02:55:22,DE,mobile,1
user_943,wallet_955,192.168.1.63,316.25,transfer,2025-06-30 19:50:22,UK,tablet,1
user_716,wallet_720,192.168.1.72,187.42,stake,2025-07-14 04:43:22,UK,desktop,0
user_606,wallet_165,192.168.1.32,320.99,transfer,2025-06-20 09:30:22,DE,desktop,0
user_391,wallet_778,192.168.1.214,414.88,transfer,2025-07-04 21:30:22,DE,mobile,1
user_671,wallet_462,192.168.1.80,197.54,exchange,2025-07-01 03:51:22,US,desktop,1
user_927,wallet_241,192.168.1.252,22.55,transfer,2025-07-15 23:54:22,US,mobile,1
user_928,wallet_588,192.168.1.116,132.86,contract_call,2025-06-08 17:57:22,BR,desktop,1
user_121,wallet_142,192.168.1.226,12.62,exchange,2025-06-21 10:50:22,IN,mobile,0
user_634,wallet_901,192.168.1.9,825.66,contract_call,2025-07-16 23:23:22,US,desktop,1
user_263,wallet_839,192.168.1.178,294.49,exchange,2025-07-25 13:49:22,BR,tablet,0
user_6,wallet_458,192.168.1.84,241.56,stake,2025-07-15 14:57:22,CN,desktop,0
user_514,wallet_126,192.168.1.41,53.74,stake,2025-07-24 09:45:22,CN,tablet,1
user_908,wallet_536,192.168.1.45,286.93,contract_call,2025-07-21 03:16:22,CN,mobile,1
user_732,wallet_630,192.168.1.53,322.5,contract_call,2025-06-02 14:39:22,UK,desktop,1
user_722,wallet_661,192.168.1.37,1682.59,transfer,2025-06-01 17:04:22,IN,desktop,0
user_34,wallet_444,192.168.1.93,162.59,contract_call,2025-05-27 12:42:22,BR,mobile,1
user_724,wallet_158,192.168.1.186,407.26,exchange,2025-07-01 18:30:22,DE,desktop,1
user_955,wallet_151,192.168.1.50,605.29,exchange,2025-06-19 19:30:22,DE,desktop,0
user_865,wallet_511,192.168.1.228,620.07,stake,2025-06-11 18:31:22,CN,tablet,1
user_754,wallet_370,192.168.1.186,730.37,exchange,2025-07-01 10:54:22,UK,mobile,0
user_736,wallet_866,192.168.1.26,377.45,exchange,2025-06-10 15:57:22,BR,desktop,1
user_525,wallet_333,192.168.1.2,59.89,transfer,2025-07-03 19:33:22,RU,mobile,1
user_501,wallet_827,192.168.1.125,176.8,exchange,2025-07-10 16:52:22,US,desktop,0
user_837,wallet_144,192.168.1.123,112.25,exchange,2025-06-18 01:29:22,IN,mobile,0
user_448,wallet_423,192.168.1.204,42.08,transfer,2025-06-28 18:25:22,IN,desktop,1
user_591,wallet_969,192.168.1.93,123.3,stake,2025-07-21 06:42:22,US,mobile,1
user_775,wallet_682,192.168.1.204,368.05,exchange,2025-06-15 07:03:22,DE,mobile,0
user_932,wallet_686,192.168.1.229,228.76,transfer,2025-07-28 04:51:22,DE,tablet,0
user_901,wallet_619,192.168.1.251,35.61,stake,2025-06-08 10:01:22,US,tablet,0
user_19,wallet_281,192.168.1.29,306.5,contract_call,2025-06-05 04:05:22,RU,mobile,0
user_836,wallet_160,192.168.1.241,263.61,exchange,2025-07-06 09:43:22,RU,desktop,1
user_250,wallet_810,192.168.1.126,909.79,stake,2025-06-22 12:46:22,US,tablet,0
user_183,wallet_494,192.168.1.171,201.33,exchange,2025-06-10 01:57:22,DE,tablet,1
user_637,wallet_812,192.168.1.52,365.91,stake,2025-06-07 12:47:22,BR,desktop,0
user_128,wallet_775,192.168.1.157,175.96,transfer,2025-07-01 11:38:22,BR,tablet,1
user_426,wallet_969,192.168.1.158,206.25,transfer,2025-07-18 07:29:22,BR,mobile,1
user_986,wallet_839,192.168.1.89,350.9,transfer,2025-07-12 21:28:22,BR,desktop,0
user_303,wallet_68,192.168.1.105,33.81,exchange,2025-06-16 17:29:22,UK,desktop,0
user_584,wallet_160,192.168.1.169,1503.35,transfer,2025-07-16 03:30:22,RU,mobile,0
user_488,wallet_970,192.168.1.68,315.39,stake,2025-07-14 18:53:22,DE,desktop,0
user_453,wallet_481,192.168.1.82,630.85,contract_call,2025-07-17 09:12:22,RU,tablet,0
user_343,wallet_821,192.168.1.199,1.73,contract_call,2025-06-03 03:06:22,DE,desktop,0
user_142,wallet_916,192.168.1.147,147.58,transfer,2025-06-07 03:38:22,US,mobile,0
user_939,wallet_101,192.168.1.218,265.34,exchange,2025-06-23 05:05:22,UK,desktop,0
user_2,wallet_84,192.168.1.26,907.72,stake,2025-06-01 02:39:22,RU,mobile,1
user_664,wallet_11,192.168.1.133,152.66,transfer,2025-07-15 21:00:22,DE,tablet,0
user_943,wallet_342,192.168.1.70,412.16,exchange,2025-06-10 09:04:22,IN,mobile,0
user_406,wallet_618,192.168.1.247,681.08,transfer,2025-06-04 12:15:22,BR,mobile,1
user_714,wallet_50,192.168.1.15,65.88,transfer,2025-07-08 21:28:22,UK,desktop,0
user_963,wallet_372,192.168.1.52,332.69,transfer,2025-06-14 17:48:22,DE,tablet,1
user_143,wallet_105,192.168.1.164,379.37,stake,2025-07-03 19:22:22,RU,desktop,0
user_349,wallet_458,192.168.1.7,342.88,stake,2025-07-14 09:24:22,RU,tablet,0
user_958,wallet_311,192.168.1.241,251.32,stake,2025-07-17 22:47:22,DE,desktop,0
user_821,wallet_384,192.168.1.172,13.31,stake,2025-06-11 19:12:22,RU,tablet,1
user_117,wallet_276,192.168.1.214,270.08,stake,2025-07-09 01:54:22,BR,desktop,1
